x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.9306515455245972,0.6246216893196106,0.939503014087677,0.5649852752685547,0.9518256783485413,0.5030418634414673,0.9635717868804932,0.4545275568962097,0.9723371863365173,0.41394034028053284,0.9405131340026855,0.49149414896965027,0.949705958366394,0.414409875869751,0.9578355550765991,0.36208686232566833,0.9663351774215698,0.31891554594039917,0.9419272541999817,0.5035037398338318,0.9542230367660522,0.42515331506729126,0.964281439781189,0.36832183599472046,0.9733861088752747,0.3221067488193512,0.945734441280365,0.5250999331474304,0.9593552350997925,0.461564302444458,0.9682870507240295,0.41285255551338196,0.9768125414848328,0.3735164999961853,0.9526597857475281,0.5531987547874451,0.966578483581543,0.5106096863746643,0.9787446856498718,0.477849543094635,0.9888656735420227,0.4506777822971344,0
0.8220527172088623,0.8049057126045227,0.8071559071540833,0.7497308254241943,0.8294011354446411,0.6841923594474792,0.8599444627761841,0.6362689733505249,0.8861339092254639,0.6050385236740112,0.803246259689331,0.6523039937019348,0.8463366627693176,0.5833426117897034,0.8748038411140442,0.5381971001625061,0.8940647840499878,0.5033416152000427,0.8116151094436646,0.6529925465583801,0.8545409440994263,0.5782263278961182,0.8843781352043152,0.5290927290916443,0.9097844958305359,0.48914915323257446,0.8335813283920288,0.6621997952461243,0.8704016208648682,0.5836291909217834,0.896522045135498,0.5359219312667847,0.9198399782180786,0.49957001209259033,0.8647225499153137,0.6761921048164368,0.8897842764854431,0.6130437850952148,0.9074605107307434,0.5744654536247253,0.9232183694839478,0.5442107319831848,0
0.7974520325660706,0.7621412873268127,0.7892757654190063,0.7080531120300293,0.815252423286438,0.6389206051826477,0.8455171585083008,0.5844448804855347,0.8688404560089111,0.5462914705276489,0.8040354251861572,0.6223879456520081,0.8475149273872375,0.5428401827812195,0.8776420950889587,0.47852110862731934,0.8997641801834106,0.4278308153152466,0.8098155856132507,0.6260890364646912,0.8571106195449829,0.5416736602783203,0.8889371752738953,0.4739529490470886,0.9165035486221313,0.41597869992256165,0.8248421549797058,0.6405598521232605,0.8670787215232849,0.5587368011474609,0.8964989185333252,0.49899429082870483,0.9208093881607056,0.44959187507629395,0.8436764478683472,0.6645058393478394,0.8702200651168823,0.6094047427177429,0.8877274394035339,0.5702755451202393,0.9037330746650696,0.5372265577316284,0
0.048218805342912674,0.6433310508728027,0.027510875836014748,0.6371711492538452,0.006293460726737976,0.6427083611488342,-0.004849779419600964,0.6564681529998779,-0.007052367087453604,0.6712870597839355,-0.009031970053911209,0.6381818056106567,-0.0191657617688179,0.6633104681968689,-0.01596236228942871,0.6761907339096069,-0.00965135544538498,0.6824695467948914,-0.004802978131920099,0.6483113169670105,-0.011274945922195911,0.6724179983139038,-0.006643840577453375,0.6833029389381409,-0.0003677050117403269,0.6886389851570129,0.0026519433595240116,0.6594027876853943,-0.004246922209858894,0.6794173121452332,-0.0005884546553716063,0.6900703310966492,0.004439751151949167,0.6964637041091919,0.011367139406502247,0.6702998280525208,0.0053442250937223434,0.6854023337364197,0.009073987603187561,0.6926161646842957,0.012779232114553452,0.6982142329216003,0
0.6654089689254761,0.8880778551101685,0.7179986238479614,0.8013097047805786,0.7128337025642395,0.6958293318748474,0.7254941463470459,0.6239657402038574,0.7515758275985718,0.5670980215072632,0.6594172716140747,0.6076860427856445,0.6841545104980469,0.4967973828315735,0.7009150385856628,0.4136701822280884,0.7081038951873779,0.3407706618309021,0.6493256688117981,0.606630802154541,0.6773817539215088,0.4766003489494324,0.6936095952987671,0.3791331946849823,0.6993072628974915,0.294342041015625,0.6403195261955261,0.6195445656776428,0.6712929010391235,0.4916045665740967,0.6893637180328369,0.4021144211292267,0.6964762210845947,0.328746497631073,0.6368268728256226,0.6419591307640076,0.6622825264930725,0.5443782806396484,0.6784131526947021,0.4702948331832886,0.6905068159103394,0.4076106548309326,0
0.6340017318725586,0.9021247029304504,0.6889066696166992,0.8277367949485779,0.6908949017524719,0.7088265419006348,0.692887544631958,0.62974613904953,0.7050333023071289,0.5591228604316711,0.6382074356079102,0.6025708317756653,0.6486998796463013,0.48906612396240234,0.6587725877761841,0.3998492956161499,0.6617752909660339,0.32540494203567505,0.6126523017883301,0.6130765080451965,0.6273856163024902,0.480552613735199,0.6380035281181335,0.37726420164108276,0.6428093314170837,0.2864484190940857,0.5902128219604492,0.646854043006897,0.6077918410301208,0.5223581194877625,0.6260894536972046,0.43640077114105225,0.638621985912323,0.3610549867153168,0.5747379660606384,0.6984270215034485,0.6033022403717041,0.6163613796234131,0.631809413433075,0.5602384805679321,0.6569092869758606,0.5126096606254578,0
0.6045703887939453,0.9149788618087769,0.6635612845420837,0.8251250982284546,0.656627893447876,0.6992316246032715,0.6516281366348267,0.6210476160049438,0.665331244468689,0.5550028085708618,0.6069994568824768,0.6032142043113708,0.6102834939956665,0.48523908853530884,0.615444004535675,0.3948822021484375,0.6129933595657349,0.31965216994285583,0.5802868604660034,0.6136913895606995,0.5906055569648743,0.4740968346595764,0.5985873937606812,0.3695976734161377,0.5993865132331848,0.27786070108413696,0.5556718707084656,0.645389974117279,0.5720157623291016,0.5178363919258118,0.5876229405403137,0.4330051839351654,0.5955708026885986,0.3592785596847534,0.5362957119941711,0.6941390037536621,0.5595577359199524,0.6141120195388794,0.5857429504394531,0.5572267174720764,0.6095839142799377,0.507468581199646,0
0.5687947273254395,0.9171041250228882,0.634726881980896,0.829774022102356,0.6313260197639465,0.6997208595275879,0.6265241503715515,0.6194990277290344,0.6401821374893188,0.5465037822723389,0.583487331867218,0.5998687744140625,0.5910423398017883,0.47485142946243286,0.5937053561210632,0.3813393712043762,0.5862901210784912,0.30525946617126465,0.555781900882721,0.6034497022628784,0.5693738460540771,0.46106040477752686,0.5705021619796753,0.3595866560935974,0.563947856426239,0.27423518896102905,0.5276650190353394,0.6267461180686951,0.5472780466079712,0.5004059076309204,0.554867684841156,0.41535404324531555,0.5527969598770142,0.3454720675945282,0.5018909573554993,0.6652857661247253,0.5249602198600769,0.5808591842651367,0.5380010604858398,0.5199202299118042,0.5448587536811829,0.4682033061981201,0
0.5568466186523438,0.8959807753562927,0.6102922558784485,0.8226181268692017,0.614522397518158,0.693458080291748,0.616835355758667,0.6080951690673828,0.6210796236991882,0.5316312909126282,0.56706303358078,0.5922756195068359,0.5642812848091125,0.46966123580932617,0.5602260828018188,0.3784596025943756,0.5485177040100098,0.30129578709602356,0.5380229949951172,0.5945712924003601,0.5414029955863953,0.45656418800354004,0.5390669703483582,0.356713205575943,0.530332088470459,0.26981469988822937,0.5048455595970154,0.6144577860832214,0.511067807674408,0.48854556679725647,0.5165185332298279,0.40368542075157166,0.5146693587303162,0.3304453492164612,0.47040754556655884,0.6497373580932617,0.4826803207397461,0.5544900298118591,0.49800169467926025,0.4912266135215759,0.5103560090065002,0.436393141746521,0
0.514748752117157,0.8998106718063354,0.5754758715629578,0.8241345882415771,0.5794045925140381,0.6933940649032593,0.581000030040741,0.6040456295013428,0.5854267477989197,0.5262698531150818,0.5282847285270691,0.5817883014678955,0.5239953398704529,0.4580726623535156,0.5192311406135559,0.3679303228855133,0.5085082054138184,0.2913038432598114,0.4976416528224945,0.583050012588501,0.49778464436531067,0.44380924105644226,0.4936947226524353,0.3444463908672333,0.48421329259872437,0.2599804103374481,0.4634740352630615,0.6028671860694885,0.46697965264320374,0.4766371250152588,0.4709387719631195,0.39018094539642334,0.4677506685256958,0.3177100419998169,0.42855027318000793,0.6388681530952454,0.4421551823616028,0.5410720109939575,0.45688241720199585,0.4774238169193268,0.46780073642730713,0.42362141609191895,0
